Ano do Evento;Nome do Evento;Evento Gratuito;Qtd Total de Inscritos;Qtd Concluintes;Valor Recebido;pct de Ocupação
2019;Coffee Tech (itcg);0;59;58;1470;0.966666667
2019;Coffee Tech by ITCG;1;23;22;0;0.48
2019;COMISSÃO DE LICITAÇÃO E PALESTRA JEPP - PNEE;1;14;14;0;0.466666667
2019;Como a Internet pode alavancar o seu negócio;0;32;27;6080;0.914285714
2019;Como abrir o MEI;1;8;0;0;-
2019;Como Abrir um Negócio com Pouco Dinheiro;1;17;17;0;1
2019;Como abrir um pequeno negócio;1;31;31;0;0.885714286
2019;Como abrir um pequeno negócio com pouco dinheiro;1;48;42;0;0.42
2019;COMO ANUNCIAR NO FACEBOOK E INSTAGRAM;0;18;16;640;1
2019;Como anunciar no facebook e instagram;0;21;15;600;1
2019;Como anunciar no Facebook e Intagram;1;57;23;0;0.928571429
2019;COMO ATRAIR, CONQUISTAR E MANTER CLIENTES;1;31;8;0;1
2019;Como atrair, conquistar e manter clientes;1;59;18;0;0.981818182
2019;Como aumentar sua vendas para o natal;1;27;26;0;0.26
2019;Como Big Data pode ajudar minha empresa?;1;25;25;0;0.25
2019;Como Controlar o Fluxo de caixa;1;61;17;0;0.983333333
2019;Como controlar o fluxo de caixa;1;17;17;0;0.68
2019;Como Criar uma página no Instagram e Facebook;1;39;39;0;0.866666667
2019;Como definir o preço de venda;1;34;33;0;0.33
2019;Como definir Preço de vendas;1;59;23;0;0.90625
2019;Como definir seu preço de venda;1;34;29;0;0.29
2019;Como iniciar meu negócio;1;20;10;0;0.444444444
2019;Como iniciar minha Startup;1;118;118;0;0.888059701
2019;Como inovar sem ser criativo?;1;45;42;0;0.42
2019;Como Melhorar o Visual da sua Loja;1;41;17;0;0.17
2019;COMO NASCE UMA STARTUP?;1;35;30;0;0.3
2019;Como Obter Crédito e Como Vender com Maquineta;1;23;23;0;0.46
2019;Como Promover a melhor experiência do cliente, no laboratório;1;49;43;0;1
2019;Como Receber, Acolher e Atender Bem ao Turista;1;26;26;0;0.65
2019;Como Rentabilizar seu negócio e Finanças Pessoais por meio do Cooperativismo Financeiro;1;96;95;0;0.95
2019;Como Rentabilizar seu Negócio por meio do Cooperativismo Financeiro;1;8;0;0;-
2019;Como se Torna um Empreendedor de Sucesso;1;19;19;0;0.95
2019;Como se Tornar um Empreendedor de Sucesso;1;11;11;0;0.733333333
2019;Como se tornar um Empreendedor de Sucesso;1;14;14;0;0.466666667
2019;Como se tornar um MEI;1;219;203;0;0.019863014
2019;COMO SE TORNAR UM MICROEMPREENDEDOR INDIVIDUAL;1;33;0;0;-
2019;Como se Tornar um Microempreendedor Individual;1;66;42;0;0.7
2019;Como se tornar um microempreendedor individual;1;37;32;0;0.551724138
2019;Como turbinar suas vendas;1;17;17;0;0.68
2019;Como turbinar suas vendas.;1;31;31;0;0.775
2019;Como usar o instagram para sua Empresa;1;16;16;0;0.533333333
2019;Como vencer o medo de falar em público;1;25;23;0;0.23
2019;Como Vender com Maquininha de Cartão;1;14;14;0;0.466666667
2019;Como Vender pelo Instagram;1;26;26;0;0.577777778
2019;COMPRAS GOVERNAMENTAIS NA ERA DA TRANSFORMAÇÃO DIGITAL: COMO ACESSAR ESSE MERCADO E AMPLIAR AS SUAS VENDAS PELA INTERNET;1;88;88;0;0.88
2019;CONDUTOR DE TURISMO RURAL - ROTEIROS, TRILHAS E CAMINHADAS ECOLÓGICAS;1;14;14;0;1
2019;Conectad@s com as Novas Tendências e Estratégias Digitais - Um Play no seu Negócio;1;19;19;0;0.95
2019;Conflitos entre co-founders e Gestão de Pessoas;0;75;49;4335;0.566666667
2019;Congresso MUDE - Manicures de Empoderamento;1;158;27;0;0.0675
2019;CONGRESSO: MUDE - NOVAÇÃO E GESTÃO PARA MANICURE - 13ª FEIRA PARAIBANA DA BELEZA;1;184;184;0;0.368
2019;Construção Sustentável - Blocos de Terra Comprimida;1;21;21;0;0.84
2019;CONTEÚDO QUE GERA RESULTADO - Como conseguir novos clientes através do Marketing de Conteúdo;1;39;29;0;0.29
2019;Cooperativas - Construção Coletiva;0;26;26;520;0.866666667
2019;Cooperativismo e Associativismo - Vantagens e diferenças;1;51;32;0;1
2019;CRIAÇÃO DE TILÁPIA;1;108;108;0;0.72
2019;Criação Racional de Abelha sem Ferrão e Implantação de Apiário;1;26;26;0;0.866666667
2019;CRIATIVE-SE: IDEIAS QUE IMPACTAM - Pessoa Jurídica;1;22;20;0;0.05
2019;Criatividade e Inovação;1;4;4;0;0.266666667
2019;CRIATIVO, EU?;0;224;224;8960;0.861538462
2019;CULTIVO EM SISTEMA DE ALTA DENSIDADE;1;158;156;0;0.312
2019;Cultura de Startup, um novo olhar do homem em relação ao mundo;1;141;139;0;0.0139
2019;Curso - Como a Internet pode alavancar o seu negócio;0;10;10;1045;0.4
2019;Curso - Como a Internet pode alavancar o seu negócio. (Dois participantes por empresa);0;21;21;5250;1
2019;Curso - COMO ANALISAR OPORTUNIDADE DE FRANQUIA;0;14;12;840;0.466666667
2019;Curso - COMO ATENDER MELHOR SEU CLIENTE;0;40;36;3600;0.666666667
2019;Curso - Como Atender Melhor Seu Cliente;0;275;270;25561,4;0.729946524
2019;Curso - Como Atender Melhor Seu Cliente Com Foco em Vendas;1;33;32;0;1
2019;CURSO - COMO ATENDER O SEU CLIENTE E VENDER MELHOR;0;39;0;0;-
2019;Curso - COMO MELHORAR SUAS VENDAS;0;24;23;4370;0.766666667
2019;Curso - Como Melhorar Suas Vendas;0;19;18;3610;1
2019;CURSO - CONTROLES FINANCEIROS;0;62;53;5130;0.797297297
2019;Curso - DESENVOLVIMENTO DE LÍDERES;0;21;21;2522,34;0.6
2019;Curso - Empretec;0;167;158;121600;0.641434263
2019;Curso - Gestão de Estoques;0;31;31;4250;0.476923077
2019;Curso - Gestão de Pessoas Intermediário;0;11;11;1644,5;0.55
2019;Curso - GESTÃO EMPRESARIAL INTEGRADA;0;22;17;1890;0.7
2019;Curso - GESTÃO EMPRESARIAL INTEGRADO;0;16;12;900;0.5
2019;Curso - GESTÃO FINANCEIRA - EXCLUSIVO PARA EMPRESAS DE MICRO E PEQUENO PORTE;0;27;26;5670;0.9
2019;Curso - Gestão Financeira - Intermediário;0;40;35;7770;0.902439024
2019;Curso - Juntos Somos Fortes - Agronegócio;1;18;18;0;0.6
2019;Curso - Liderança Estratégica;0;15;13;1533;0.428571429
2019;Curso - Planejamento Estratégico - Intermediário;0;9;9;765;0.257142857
2019;CURSO - PRÁTICAS GERENCIAIS COM FOCO EM RESULTADOS;0;19;18;1710;0.633333333
2019;Curso - Seminário Empretec;0;13;13;9100;1
2019;Curso - Técnicas de Vendas;0;189;180;13855;0.759183673
2019;Curso  Empretec;0;13;13;9100;0.65
2019;CURSO ADMINISTRAÇÃO DO TEMPO;0;11;11;1100;0.55
2019;CURSO ÁREA DE MUSICA - FINCC 2019;1;39;39;0;0.78
2019;CURSO ATENDIMENTO 4.0;0;38;38;3230;1
2019;Curso Básico de Cabeleireiro: Como montar um salão;0;15;15;510;0.9375
2019;Curso Básico de Manicure: Como começar a atender clientes;0;14;14;476;0.933333333
2019;CURSO BOAS PRÁTICAS DE FABRICAÇÃO E MANIPULAÇÃO DE ALIMENTOS;1;22;22;0;1
2019;CURSO CERIMONIAL E PROTOCOLO;0;37;37;1300.18;1
2019;CURSO COMO  MONTAR UMA FÁBRICA DE QUEIJO ARTESANAL E TÉCNICAS DE GESTÃO;1;13;13;0;0.764705882
2019;Curso Como Atender Melhor Seu Cliente;0;30;27;1500;1
2019;Curso Criação e Implantação de Estratégias de Marketing para Apresentação de Produtos e Serviços Ligados à Cadeia Produtiva da Caprinovinocultura - 7º Expoprata e Nacional Cabra de Leite;1;12;12;0;0.75
2019;CURSO DE ARTE URBANA - QUEIMADAS;0;12;12;360;0.8
2019;CURSO DE ATENDIMENTO AO CLIENTE;1;19;19;0;0.76
2019;Curso de Atendimento ao Cliente;1;36;16;0;1
2019;CURSO DE ATENDIMENTO PARA BARES E RESTAURANTES;0;2;0;0;-
2019;Curso de Boas Práticas de Fabricação e Manipulação de Alimentos;1;29;0;0;-
2019;Curso de Charcutaria;0;9;9;3600;0.9
2019;CURSO DE DESIGN CRIATIVO COM TÉCNICA DE PAPIETAGEM;1;10;10;0;1
2019;CURSO DE DESIGN CRIATIVO COM TÉCNICA DE PAPIETAGEM EM SANTA LUZIA;1;8;8;0;0.8
2019;Curso de Economia Criativa na Fabricação de Pandeiros;1;22;14;0;0.88
2019;Curso de Economia Criativa na Fabricação de Papietagens  para confecção de Bonecos de Jackson do Pandeiros;1;25;25;0;1
2019;Curso de Formação Inicial e Continuada em Gestão de Pequenos Negócios;1;26;26;0;1
2019;Curso de Marketing Digital na Palma da Mão;0;22;22;1870;0.733333333
2019;CURSO DE MENTORES MARATONA EMPREENDEDORA;1;5;5;0;1
2019;CURSO ESPECÍFICO PARA TREINAMENTOS DE GARÇONS E ATENDENTES DE RESTAURANTES;0;20;19;1700;0.8
2019;Curso Introdução a Piscicultura (parceria SEBRAE e SENAR);1;17;17;0;1
2019;CURSO JUNTOS SOMOS FORTES AGRONEGÓCIO;1;17;17;0;0.944444444
2019;CURSO LICITAÇÃO E CONTRATOS ADMINISTRATIVOS;0;19;19;1530;0.95
2019;CURSO LICITAÇÃO E CONTRATOS ADMINISTRATIVOS - MODALIDADE PREGÃO;0;35;30;2880;1
2019;Curso Líder Coach - Liderando Para Alta Performance;0;21;21;9350;0.7
2019;CURSO LÍDER COACH - Liderando Para Alta Performance - FECHADO ROMMANEL;0;21;21;6209,91;1
2019;CURSO LIDERANÇA ESTRATÉGICA;0;37;33;2805;1
2019;CURSO MARKETING DIGITAL CABEDELO;0;9;9;270;0.45
2019;CURSO NA ÁREA DE CINEMA - FINCC 2019;1;62;62;0;0.775
2019;CURSO NEUROLINGUISTICA - COMO SUPERAÇÃO DE OBSTÁCULOS;0;18;13;1350;0.533333333
2019;Curso Noções Básicas para o Bom Atendimento nos Serviços de Garçom;1;23;18;0;1
2019;Curso Oratória;1;15;15;0;0.6
2019;CURSO PARA SERVIÇO DE GARÇOM;0;17;17;2550;0.85
2019;Curso Qualidade no Atendimento para Garçons;0;21;20;1000.02;0.84
2019;CURSO SOBRE ASSOCIATIVISMO / PARCERIA SEBRAE E SENAR;1;15;14;0;1
2019;CURSO STARTUP WEEKEND;1;59;59;0;0.921875
2019;Curso: Atendimento ao Cliente;0;10;10;1000;0.4
2019;Curso: Atendimento e Vendas com Ferramentas do Mindset;1;10;10;0;1
2019;CURSO: BOAS PRÁTICAS NOS SERVIÇOS DE ALIMENTAÇÃO;0;17;15;1440;0.533333333
2019;Curso: BOAS PRÁTICAS NOS SERVIÇOS DE ALIMENTAÇÃO;0;21;19;1710;0.7
2019;CURSO: BOOTCAMP - EMPREENDEDORISMO EM AÇÃO;0;47;41;8510;0.851851852
2019;Curso: BOOTCAMP - EMPREENDEDORISMO EM AÇÃO;0;21;20;3700;0.7
2019;CURSO: COMO ATENDER MELHOR SEU CLIENTE;0;47;43;4140;0.766666667
2019;Curso: Como atender o seu cliente e vender melhor;0;28;25;2295;0.931034483
2019;CURSO: COMO FAZER MARKETING PELO FACEBOOK, INSTAGRAM, LINKEDIN E WHATSAPP;0;21;17;4200;0.666666667
2019;CURSO: CONTROLES FINANCEIROS;0;72;62;6480;0.8
2019;Curso: Desenvolvendo Habilidades Gerenciais;0;10;9;810;0.36
2019;Curso: Ela Pode!;1;23;23;0;0.92
2019;CURSO: ELABORAÇÃO DE PROJETOS CULTURAIS - CABEDELO - PB;1;13;13;0;0.866666667
2019;CURSO: EMPRETEC;0;63;58;48800;0.677777778
2019;Curso: Formação e Habilitação em Pregoeiro;0;25;18;1620;0.4
2019;CURSO: GESTÃO DE PESSOAS - EXCLUSIVO PARA MICROEMPRESA;0;12;11;2760;0.4
2019;CURSO: GESTÃO FINANCEIRA - Intermediário. EXCLUSIVO PARA MICROEMPRESA;0;16;10;3360;0.533333333
2019;CURSO: INICIANDO UM PEQUENO NEGÓCIO;0;29;25;3480;0.966666667
2019;Curso: INICIANDO UM PEQUENO NEGÓCIO;0;47;47;5400;0.783333333
2019;Curso: Legislação em rotinas trabalhistas e previdenciárias;0;11;7;630;0.28
2019;Curso: LICITAÇÃO E CONTRATOS ADMINISTRATIVOS;0;25;25;2250;0.833333333
2019;Curso: Licitações e contratos administrativos;0;81;70;6040;0.7
2019;CURSO: LIDERANÇA E GERENCIAMENTO;0;19;16;1530;0.85
2019;Curso: Liderança e Gerenciamento;0;89;51;7380;0.911111111
2019;CURSO: LIDERANÇA E GERENCIAMENTO - UM PROCESSO DE COMUNICAÇÃO;0;24;22;2160;0.8
2019;CURSO: LIDERANÇA QUE DA RESULTADOS PARA SUPERVISORES E GERENTES DE VENDAS;0;16;14;1350;0.5
2019;CURSO: MARKETING DIGITAL - COMO MULTIPLICAR RESULTADOS NOS SEUS NEGÓCIOS;0;31;26;6300;1
2019;CURSO: MARKETING DIGITAL EM SANTA LUZIA;0;11;11;330;0.55
2019;CURSO: MARKETING DIGITAL GESTÃO DE CONTEÚDO: COMO PRODUZIR CONTEÚDOS RELEVANTES PARA MARCAS E NEGÓCIOS;0;31;29;6510;1
2019;CURSO: MARKETING DIGITAL NA PALMA DA MÃO - QUEIMADAS;0;19;19;570;0.95
2019;Curso: Marketing Digital: Como fazer Marketing pelo Facebook, Instagram, Linkedin e WhatsApp;0;19;17;3990;0.95
2019;CURSO: METODOLOGIAS ATIVAS DE APRENDIZAGEM (PBL);0;47;34;19600;0.890909091
2019;Curso: Negócios Criativos e Colaborativos;0;40;38;27590;0.95
2019;CURSO: NEUROLINGUISTICA;0;15;12;1350;0.5
2019;Curso: NOTA FISCAL ELETRÔNICA;0;29;24;2070;0.8
2019;CURSO: ORATÓRIA;0;27;23;2250;0.866666667
2019;Curso: Oratória;0;327;311;24854,45;0.738823529
2019;CURSO: ORATÓRIA - A ARTE DE FALAR EM PÚBLICO;0;75;60;6300;0.933333333
2019;Curso: Oratória (MANGABEIRA);0;12;8;900;0.44
2019;Curso: Plano de Negócio Modular;0;41;40;3920;0.655737705
2019;Curso: Recepção e Atendimento Telefônico - Campina Grande;0;7;7;595;0.28
2019;CURSO: SEJA UM EMPREENDEDOR DE SUCESSO;0;11;10;1320;0.366666667
2019;Curso: Técnicas de Vendas;0;19;17;380;0.542857143
2019;Curso: Técnicas para Negociação;0;13;13;1105;0.52
2019;CURSO: VENDEDOR QUE DA RESULTADO;0;38;35;3420;0.76
2019;Curso: Vendedor que dá resultado;0;35;27;2700;0.857142857
2019;Curso:Vendedor que dá resultado;0;17;17;1530;0.85
2019;CUSTOS DE PRODUÇÃO E ARRANJOS PRODUTIVOS NA CARCINICULTURA E PISCICULTURA DO NORDESTE;1;91;91;0;0.182
2019;Danyele Santana Raposo;1;77;77;0;0.77
2019;Debate sobre TECHTUR 2019;1;3;0;0;-
2019;Declaração de Rendimentos;1;8;8;0;0.2
2019;Demo Day 2019 - STARTPB;1;51;0;0;-
2019;Desafios da Sucessão Familiar;1;25;25;0;0.25
2019;Design e Território;1;22;22;0;0.733333333
2019;Design Estratégico para Redes Sociais;0;18;18;1360;0.9
2019;Design Sprint;1;7;7;0;0.233333333
2019;Design Thinking - Por que inovar se a cama esta quentinha?;1;141;139;0;0.0139
2019;DESIGN THINKING: como inovar e gerar valor para o seu cliente;1;35;34;0;0.34
2019;Desmistificando o inbound marketing;1;28;23;0;0.23
2019;Diversificação da Produção Apicola;1;11;11;0;0.846153846
2019;Doces Tambaba ao Shopping Rural Assentamento Tambaba - Palestras Investe Turismo - Paraíba;1;13;13;0;0.26
2019;E-commerce e representante comercial: amigos ou inimigos?;1;36;36;0;0.9
2019;E-Social: Sua empresa está preparada?;1;42;41;0;0.84
2019;Educação Financeira - Os reflexos de sua vida financeira pessoal no trabalho;1;47;43;0;0.43
2019;EMPREENDEDOR INDIVIDUAL - BENEFÍCIOS E OBRIGAÇÕES;1;14;14;0;0.28
2019;Empreendedorismo Feminino;0;23;22;550;0.88
2019;Empretec;0;74;66;50200;0.546875
2019;Encontro de Agentes de Desenvolvimento - ADS;1;29;29;0;0.966666667
2019;ENCONTRO DE FORNECEDORES - MOMENTO DO COOPERATIVISMO FINANCEIRO;1;4;0;0;-
2019;ENCONTRO DE LANÇAMENTO FEIRA PET WEEKEND;1;11;11;0;0.733333333
2019;Encontro Empresarial - Parceria ARSUL e Aliança Empreendedora;1;7;7;0;0.7
2019;ENCONTRO EMPRESARIAL - SETOR DE ALIMENTAÇÃO;1;6;6;0;0.6
2019;ENCONTRO EMPRESARIAL ALIMENTAÇÃO FORA DO LAR;1;20;17;0;0.85
2019;ENCONTRO EMPRESARIAL DO VAREJO;0;50;50;12500;1
2019;Encontro Empresarial Pós 21 Dias do EMPRETEC;1;7;7;0;0.35
2019;ENCONTRO EMPRESARIAL SOBRE MARKETING DIGITAL;0;59;55;2200;1
2019;ENCONTRO REGIONAL DE ATORES DE DESENVOLVIMENTO;1;115;114;0;0.76
2019;Entendendo Custos, Despesas e Preço de venda;1;31;31;0;0.31
2019;ESTRATÉGIA DE VENDAS PARA O DIA DAS MÃES;0;20;20;600;1
2019;Estratégias para seu empreendimento: abordagem tri-dimensional e inteligência de Mercado;1;19;19;0;0.95
2019;Estruturação de Cooperativas;1;19;19;0;0.76
2019;Ética e Compliance na recuperação do setor da Construção Civil;1;30;26;0;0.866666667
2019;EXCELÊNCIA EM VENDAS: COMO VENDER MAIS E MELHOR;1;24;17;0;0.566666667
2019;EXCELÊNCIA NO ATENDIMENTO AO CLIENTE;0;34;34;386,58;0.971428571
2019;Experience Cake Art Nordeste 2019;1;95;95;0;0.031666667
2019;Expomotor Paraíba;0;19;15;150;0.0015
2019;Expomotor Paraíba;1;1243;1165;0;0.1165
2019;Expomotor Paraíba PJ;1;395;371;0;0.1855
2019;Expositor Pessoa Física - ExpoMotor Paraíba;1;25;15;0;0.003
2019;Expositor Pessoa Jurídica  - ExpoMotor;1;111;67;0;0.0134
2019;Feira Expo Princesa;1;290;0;0;-
2019;FERTILIZAÇÃO ORGÂNICA ATRAVÉS DO BOKASHI;1;91;91;0;0.182
2019;Finanças e Investimento para Startups;0;82;62;5355;0.63
2019;FLÁVIO TROMBINO - NÓS PODEMOS SAIR DO SERTÃO, MAS SERTÃO 0 SAI DE NÓS./ ANDRÉ BARROS - GOIÁS O CORAÇÃO DO BRASIL.;1;38;36;0;0.72
2019;Fluxo de Caixa;1;24;10;0;0.333333333
2019;Formação de Preço;1;141;138;0;0.0138
2019;FORMAÇÃO DO PREÇO DE VENDA - COMÉRCIO;0;5;5;150;0.625
2019;Formalização do MEI e Declaração de Rendimentos;1;52;50;0;0.623529412
2019;FORRAGEIRAS DO SEMIÁRIDO PARA ALIMENTAÇÃO ANIMAL;1;18;18;0;0.12
2019;FÓRUM DE EDUCAÇÃO, EMPREENDEDORISMO E POLÍTICAS PÚBLICAS;1;332;309;0;0.7725
2019;FÓRUM DE MULHERES DE NEGÓCIOS;1;11;0;0;-
2019;Fórum Líderes de Comunidades;1;32;32;0;0.8
2019;Fundações e Estrutura para Projetos de Pequeno Porte;1;28;28;0;0.933333333
2019;Futuro do trabalho: a cultura como ferramenta de transformação dos ambientes profissionais do presente;1;46;35;0;0.35
2019;GEORGE NACRE - PÃO HONESTO / RIVANDRO FRANÇA - MARIA FUMAÇA, A LOCOMOTIVA DOS SABORES;1;38;36;0;0.9
2019;GESTÃO DA AVICULTURA ALTERNATIVA;1;10;10;0;0.4
2019;Gestão da Avicultura Caipira;1;10;10;0;0.5
2019;GESTÃO DE ESTOQUE PARA MAQUIADORES;0;80;80;3965;0.666666667
2019;Gestão de marca e o Branding pessoal.;1;55;31;0;0.62
2019;Gestão de Negócios para Maquiadoras;1;32;30;0;1
2019;GESTÃO DE PERDAS E DESPERDÍCIOS DA INDUSTRIA DE CALÇADOS;1;14;14;0;0.4
2019;Gestão de Pessoas Intermediário;0;28;28;3220;0.8
2019;Gestão de Software para Piscicultura;1;7;7;0;0.466666667
2019;GESTÃO DO VISUAL DE LOJA E VITRINISMO;1;18;18;0;0.514285714
2019;Gestão eficiente de propriedades corte;1;22;22;0;0.146666667
2019;GESTÃO EFICIENTE DE PROPRIEDADES LEITEIRAS;1;22;22;0;0.146666667
2019;GESTÃO EM CALÇADOS;1;18;18;0;0.72
2019;GESTÃO EMPREENDEDORA PARA MEI;0;30;30;2550;1
2019;GESTÃO EMPRESARIAL PARA HORTIFRUTIGRANJEIRO;0;21;20;1700;0.666666667
2019;GESTÃO FINANCEIRA;1;15;14;0;0.4
2019;GESTÃO PÚBLICA, GERANDO OPORTUNIDADES, NEGÓCIOS, RENDA E BEM-ESTAR SOCIAL;1;181;181;0;0.724
2019;HABILIDADES SOCIAIS NAS ORGANIZAÇÕES;1;31;27;0;0.27
2019;Hachathon 2019;1;38;38;0;0.633333333
2019;HACKATHON;0;5;5;50;0.125
2019;Hackaton;1;60;49;0;0.816666667
2019;I FÓRUM ESTRATÉGICO DA INDÚSTRIA CALÇADISTA;1;20;20;0;0.571428571
2019;I Fórum Estratégico da Indústria de Panificação;1;27;26;0;0.866666667
2019;Ideação em Estatística;1;40;40;0;0.8
2019;Ideação Estátistica;1;40;40;0;0.8
2019;Ideias na Nuvem - Palestra com Thiago Nigro & João Kepler;0;16;16;1360;0.8
2019;Ideias Poderosas para o Varejo;0;205;193;1930;0.804166667
2019;II Fórum de Finanças e Negócios de Impacto Social - Seminário;1;110;108;0;0.9
2019;Importância do compliance para micro e pequenas empresas;1;25;25;0;0.25
2019;Impulsionando o varejo com estratégias de marketing digital;0;205;193;1930;0.804166667
2019;In Book: Comunicação e Liderança;0;20;19;540;0.76
2019;Indicador de Viabilidade dos Empreendimentos Imobiliários;1;25;25;0;0.833333333
2019;Industria 4.0;1;141;87;0;0.0087
2019;Iniciação à Criação de Abelha;1;22;22;0;0.88
2019;INJEÇÃO ELETRÔNICA: NOVAS TECNOLOGIAS E NOVOS DIAGNÓSTICOS;1;10;10;0;0.285714286
2019;Innovation Summit + Startup Summit - Florianópolis 2019;0;34;18;14400;0.9
2019;Inovação como Estratégia de Negócio para Pequenas Empresas;1;40;40;0;0.1
2019;INOVAÇÃO NAS COMPRAS GOVERNAMENTAIS: FERRAMENTAS E ESTRATÉGIAS PARA COMPRADORES;1;29;29;0;0.725
2019;Inovações para o Setor de Calçados;1;20;19;0;0.95
2019;Inovar é Ação!!;0;205;193;1930;0.804166667
2019;Integra Grupo Rede Compras;1;77;76;0;0.77
2019;Inteligência Artificial no mundo dos negócios;1;25;23;0;0.23
2019;Inteligência Emocional - Como usar suas emoções a seu favor;1;19;19;0;0.633333333
2019;Internet das Coisa e sua aplicação nas pequenas Empresas;1;36;32;0;0.32
2019;Jornada Emocional do Cliente;1;32;32;0;0.914285714
2019;Lançamento do Programa INOVE SAÚDE;1;15;15;0;0.3
2019;Lançamento Estadual do Investe Turismo;1;193;192;0;0.941176471
2019;LEAN CANVAS;1;21;21;0;0.84
2019;Lean Canvas;1;22;22;0;0.733333333
2019;Lean Startup e Customer Validation;0;42;42;4830;0.7
2019;LEGISLAÇÃO FISCAL DA AQUICULTURA NA PARAÍBA;1;90;90;0;0.18
2019;LEI DO SALÃO PARCEIRO E AS NOVAS FORMAS DE CONTRATAÇÃO;1;19;19;0;0.76
2019;LEI GERAL, 1PLES NACIONAL E AS RELAÇÕES COM AS INSTITUIÇÕES FINANCEIRAS COM OS PEQUENOS NEGÓCIOS;1;11;11;0;0.916666667
2019;Lei Geral, 1ples Nacional e as relações das instituições financeiras com os pequenos negócios;1;28;28;0;0.736842105
2019;LIBRAS PARA ATENDIMENTO AO PÚBLICO;0;22;22;1870;0.733333333
2019;LICENCIAMENTO AMBIENTAL - AESA;1;159;159;0;0.318
2019;Liderança e Gestão de Pessoas com Foco em Resultados;0;33;30;2790;1
2019;Liderança na Prática em tempos de inovação;1;29;29;0;0.966666667
2019;LIDERANÇA TRANSFORMADORA - HOSPITAL DE OLHOS DE CAMPINA GRANDE;1;8;8;0;0.228571429
2019;LINHAS DE CRÉDITO;1;8;8;0;0.533333333
2019;LinkedIN para Vendas;1;14;14;0;0.56
2019;MAIS - Maratona Ágil de Inovação em Saúde;1;25;25;0;0.714285714
2019;Manejo de bezerras em bezerreiro;1;21;21;0;0.84
2019;MARATONA UNIVERSITÁRIA;1;102;100;0;1
2019;Marketing Criativo;1;18;18;0;0.9
2019;Marketing de Varejo e suas Estratégias;1;44;44;0;0.88
2019;Marketing Digital - Como ampliar sua presença digital e suas  vendas;1;92;88;0;0.46
2019;Marketing digital ( Instagran para Negócios);1;19;11;0;0.730769231
2019;Marketing Digital para Mercado Imobiliário;1;60;59;0;0.907692308
2019;Marketing Digital: Como fazer Marketing pelo Facebook, Instagram, Linkedin e WhatsApp;0;27;25;5250;0.833333333
2019;Marketing Digital: como multiplicar resultados nos seus negócios;0;21;20;4200;0.833333333
2019;MARKETING DIGITAL: COMO USAR ESSAS FERRAMENTAS PARA ATRAIR CLIENTES;1;46;46;0;0.92
2019;Masterclass Junior Mendes;0;203;65;3200;0.1625
2019;MECÂNICA DE MOTORES ÁLCOOL E GASOLINA (CICLO OTTO);1;12;12;0;0.214285714
2019;MECÂNICA DIESEL;1;3;3;0;0.085714286
2019;MECÂNICA VIRTUAL - RV;1;12;12;0;1
2019;Media Training e Assessoria de Imprensa;0;76;29;2465;0.263636364
2019;Meetup sobre Vendas e Growth Hacking;1;26;26;0;0.65
2019;Mentalidade Empreendedora;1;34;33;0;0.942857143
2019;Mercado Financeiro: Onde e como investir?;1;32;29;0;0.29
2019;Mídias Digitais - Desconstruir, empoderar e crescer;1;34;30;0;1
2019;Mindset Empreendedor;0;10;10;270;0.333333333
2019;Mindset Empreendedor - Como pensar fora da Caixa;1;34;34;0;0.34
2019;MINDSET EMPREENDEDOR: MODELO MENTAL DE CRESCIMENTO;0;12;11;360;0.4
2019;Mindset Empreendedor: modelo mental de crescimento;0;32;15;870;0.483333333
2019;Mindset Empreendedor: modelo mental de crescimento - (CREF10);1;17;17;0;0.68
2019;Mindset Global -  Internacionalização;0;17;17;1190;0.425
2019;Mindset Global - Internacionalização de startups;0;42;33;2805;0.55
2019;Mindset Startup;1;8;8;0;0.8
2019;Mindset Talks;0;205;205;16400;0.683333333
2019;Mindstet Empreendedor;1;46;46;0;0.978723404
2019;Modelagem de Negócios (BMC & Lean Canvas);0;30;30;2550;0.461538462
2019;Modelagem de Negócios BMC & Lean Canvas;0;28;28;3220;0.56
2019;MOMENTO DO COOPERATIVISMO FINANCEIRO;1;130;128;0;0.914285714
2019;MULHERES DE NEGÓCIOS;1;13;13;0;0.433333333
2019;MULHERES NO SETOR AUTOMOTIVO: O CASE ELETRICAR BATERIAS;1;22;22;0;0.366666667
2019;Negócios Criativos Agregando Valor ao Turismo -Palestras Investe Turismo - Paraíba;1;8;8;0;0.16
2019;O BIM como inovação na Foster + Partners;1;38;38;0;0.76
2019;O jeito arretado de empreender - Areia.;1;123;123;0;0.82
2019;O jeito Disney de encantar e fidelizar clientes;1;81;81;0;0.81
2019;O MODELO DISNEY DE ENCANTAR E FIDELIZAR CLIENTES;1;86;84;0;0.21
2019;O zootecnista como transformados da realidade do homem do campo;1;23;23;0;0.153333333
2019;OFICINA-INOVAÇÃO NAS COMPRAS GOVERNAMENTAIS: FERRAMENTAS E ESTRATÉGIAS PARA COMPRADORES - SALGADINHO - COMPRADORES;1;42;41;0;0.82
2019;Oficina - Administração do Tempo;0;21;19;475;1
2019;OFICINA - AQUISIÇÃO DE PRODUTOS DA AGRICULTURA FAMILIAR PARA ESCOLAS - ATUALIZADO COM A RESOLUÇÃO CD/FNDE Nº 04/2015;1;44;44;0;0.88
